CompanyName,AuthorEmploymentStatus,AuthorJobRole,AuthorLocation,Pros,Cons,ReviewDate,ReviewMainText,ReviewTitle,OverallRating
Roche,,Former Employee ,,Many talented scientists and hard workers assembled into one organization.  Really nice to have.  Numerous opportunities to move to different groups to gain experience in molecular diagnostics.  Most projects are well funded.  If you are in the right group with a good manager morale is generally high.  Compensation and benefits very good.,"There are many talented managers at the company. However, promotions tend to be made based political connections with senior managers, resulting in some incompetents being promoted up to higher management positions.  Some at director level are down right stupid and have no idea of what they are doing.  Some backstabbing helps with promotions as well. The organization is definitely not a meritocracy, with the CEO as the best example.",8-Jul-17,I worked at Roche full-time for more than 8 years,"""Roche Molecular Diagnostics""",3
Roche,,Current Employee ,,Great development programs for millennials. Great work life balance. Great benefits.  Meaningful work.,Great development programs for millennials offering rotational programs every 2 years and focused development...but only if you are a millennial.  40 + experienced candidates. Not for you.,11-Jul-17,I have been working at Roche full-time for more than 8 years,"""Sales""",4
Roche,,Current Employee ,,"Great people to work with 
Competitive Salary","Cliquish
Its about who you know more than what you know",18-Jul-17,I have been working at Roche full-time,"""Supervisor""",3
Roche,,Former Employee ,,"Free lunch,  great attitudes , motivated",No insurance  and not steady work,2-Jul-17,I worked at Roche full-time for more than 8 years,"""foreman""",5
Roche,,Former Employee ,,"Competitive based salary, large organization for lateral or upward career  movement if you are liked.","No sales strategy, copies competition's sales tactics, reactive, never pro-active.  Like many companies promotions are not based on performance.",11-Jul-17,I worked at Roche full-time for less than a year,"""sales manager""",3
Roche,,Former Employee ,,They had really great working environment,really hard to get into the company,28-Jun-17,I worked at Roche part-time,"""Assistant Medical or chemical trainee""",5
Roche,,Current Employee ,,Do what they can to ensure it is a great place to work. Great benefits and unlimited sick days (within reason),Not always easy to manage work/life balance,24-Jun-17,I have been working at Roche full-time for more than a year,"""Life at Roche""",5
Roche,,Current Employee ,,"Great benefits, great opportunities.  Leadership open to helping you advance.","As you move up, the roles are continually moving towards requiring more travel.",6-Jul-17,I have been working at Roche full-time,"""Roche, great company""",4
Roche,,Current Employee ,,Excellent company benefits and retirement plan.,"Little to no support on career development.  
Does not reflect highly rated Roche culture. 
Isolated from the global organization",3-Jul-17,I have been working at Roche full-time,"""Roche Diagnostics Hematology""",2
Roche,,Current Employee ,,Good benefits and compensation. Very smart colleagues. Company promotes community and connection between employees. Meaningful work that can improve the health of many people.,"Company not fully invested in making products usable, more interested in getting products to market quickly. Human factors is generally viewed as a checkbox on the way. There is no consideration for the potential commercial benefits of investing in human factors.",1-Jul-17,I have been working at Roche full-time for less than a year,"""Sr. Human Factors Engineer""",4
Roche,,Current Employee ,,"Good people, good working environment","Perfect, positive, goal and achievement",16-Jun-17,I have been working at Roche full-time for more than 3 years,"""Technician""",5
Roche,,Current Employee ,,Worklife balance. Cutting edge technology,Almost impossible to get promotion. Limited networking opportunities due to the location. Do not recommend for those seeking to climb the corporate ladder,29-Jun-17,I have been working at Roche full-time for more than 3 years,"""Limited promotion opportunities""",2
Roche,,Current Employee ,,"we're building something really helpful to humanity!
everyone is nice, helping each other out is the norm here.  
the team is expanding, lots of opportunities.  
team activities and parties and free lunches.",lots of acronyms make onboarding more difficult.,10-Jun-17,I have been working at Roche full-time for more than a year,"""Awesome Company""",5
Roche,,Current Employee ,,Does great things for patients,Limited growth opportunities or career development,19-Jun-17,I have been working at Roche full-time,"""Career growth""",4
Roche,, ,,Good work life balance.,Difficult to move up. Few growth opportunities,15-Jun-17,I have been working at Roche ,"""Systems Engineer""",2
Roche,,Former Employee ,,"Great products, very good benefits, international networking",Same people will be considered for any advancement opportunities. Too much focus on Millennials while ignoring people with health experience. Too much focus on people raised and born in Indiana instead of being open to diversity.,12-Jun-17,I worked at Roche full-time,"""Roche is full of politics""",4
Roche,,Current Employee ,,"Roche attracts top talent and professionals passionate about Healthcare and doing now what patients need next. Work life balance, diversity and inclusion, and philanthropy are cornerstones of the company's culture and values. Roche offers fantastic benefits, and there are many opportunities to grow both professionally and personally.","Roche is a very large company, and it can take some time for this large ship to turn. For some roles, total compensation is below Market value while benefits are amongst the best in the industry.",30-May-17,I have been working at Roche full-time for more than a year,"""Amazing Culture and Benefits""",5
